author,title,volumeEdition,year,journalConference
Seong-Min Choi,Massive parallelization technique for random linear network coding.,BigComp-2014,2014,BigComp
Seong-Min Choi,Enhancing concurrency in parallel random network coding.,BigComp-2014,2014,BigComp
Pio Claudio,Octilinear layouts for metro map visualization.,BigComp-2014,2014,BigComp
Jiaqi Fan,An improved collaborative filtering algorithm combining content-based algorithm and user activity.,BigComp-2014,2014,BigComp
Wafaa M. A. Habib,Processing universal quantification queries using MapReduce.,BigComp-2014,2014,BigComp
Seungho Han,A Streaming Resource-based Connection algorithm in CloudDMSS for streaming task distribution.,BigComp-2014,2014,BigComp
B. S. Harish,Classifying text documents using unconventional representation.,BigComp-2014,2014,BigComp
Sabri Hassan,SoDA - Dynamic visual analytics of big social data.,BigComp-2014,2014,BigComp
Seok-Hee Hong,A framework for visual analytics of massive complex networks.,BigComp-2014,2014,BigComp
J. Divya Udayan,Semantic levels of information hierarchy for urban street navigation.,BigComp-2014,2014,BigComp
Miyoung Jang,A privacy-aware query authentication index for database outsourcing.,BigComp-2014,2014,BigComp
Jae Ho Jeon,Exploratory visualization of smarphone-based life-logging data using Smart Reality Testbed.,BigComp-2014,2014,BigComp
Young-Seob Jeong,Semi-automated lifestyle manager for obesity.,BigComp-2014,2014,BigComp
Pengfei Jia,A new sampling approach for classification of imbalanced data sets with high density.,BigComp-2014,2014,BigComp
Sou-Young Jin,Jigsaw puzzle image retrieval via pairwise compatibility measurement.,BigComp-2014,2014,BigComp
Hosung Jo,Performance analysis and improvement of JPV primality test for smart IC cards.,BigComp-2014,2014,BigComp
Kareem Kamel,Realistic team formation using navigation and homophily.,BigComp-2014,2014,BigComp
Taewon Kim,Cost-based join processing scheme in a hybrid RDBMS and hive system.,BigComp-2014,2014,BigComp
Hyeong-Il Kim,Hilbert-curve based cryptographic transformation scheme for protecting data privacy on outsourced private spatial data.,BigComp-2014,2014,BigComp
Sewoog Kim,Burstiness-aware I/O scheduler for MapReduce framework on virtualized environments.,BigComp-2014,2014,BigComp
Taehyun Kim,Efficient social graph augmentation schemes for a peer to peer social networking service.,BigComp-2014,2014,BigComp
Han-Gyu Ko,Semantically-based recommendation by using semantic clusters of users' viewing history.,BigComp-2014,2014,BigComp
Kyu-haeng Lee,Router design for DDS - Architecture and performance evaluation.,BigComp-2014,2014,BigComp
Kyusong Lee,Sentence completion task using web-scale data.,BigComp-2014,2014,BigComp
Kihong Lee,A paravirtualized file system for accelerating file I/O.,BigComp-2014,2014,BigComp
Jaehoon Lee,Analysis & visualization on movie's popularity and reviews.,BigComp-2014,2014,BigComp
Wookey Lee,Server authentication for blocking unapproved WOW access.,BigComp-2014,2014,BigComp
Sooyoung Lee,A quality enhancement of crowdsourcing based on quality evaluation and user-level task assignment framework.,BigComp-2014,2014,BigComp
Baohui Li,Distributed online similarity search in high dimensional space.,BigComp-2014,2014,BigComp
He Li 0006,An efficient scheme for continuous skyline query processing over dynamic data set.,BigComp-2014,2014,BigComp
Jong-ho Lim,System proposal and CRS model design applying personal Information protection for BIG DATA analysis.,BigComp-2014,2014,BigComp
Mingyu Lim,A distributed mechanism for remote rendering of image data.,BigComp-2014,2014,BigComp
Jongtae Lim,A continuous reverse skyline query processing for moving objects.,BigComp-2014,2014,BigComp
Geunsik Lim,Distributed compilation system for high-speed software build processes.,BigComp-2014,2014,BigComp
Tok Wang Ling,Towards an intelligent keyword search over XML and relational databases.,BigComp-2014,2014,BigComp
Seunghyeon Moon,Scalable community detection from networks by computing edge betweenness on MapReduce.,BigComp-2014,2014,BigComp
Yik-Wai Ng,TrendFocus - Visualization of trends in financial news with indicator sets.,BigComp-2014,2014,BigComp
Yunseok Noh,A location-based personalized news recommendation.,BigComp-2014,2014,BigComp
Youngmin Park,Title named entity recognition using wikipedia and abbreviation generation.,BigComp-2014,2014,BigComp
Youngki Park,Fast Collaborative Filtering with a k-nearest neighbor graph.,BigComp-2014,2014,BigComp
Yongjun Piao,Ensemble method for classification of high-dimensional data.,BigComp-2014,2014,BigComp
Mehdi Pirahandeh,Energy-aware erasure codes using XOR Reference Matrix for SSD based RAID systems.,BigComp-2014,2014,BigComp
Long Qian,Denoising predictive sparse decomposition.,BigComp-2014,2014,BigComp
Seonghan Ryu,Exploiting out-of-vocabulary words for out-of-domain detection in dialog systems.,BigComp-2014,2014,BigComp
Ho-Sik Seok,Estimating the number of species in metagenomes by clustering next-generation read sequences.,BigComp-2014,2014,BigComp
Ki Eun Seong,Self M2M based wearable watch platform for collecting personal activity in real-time.,BigComp-2014,2014,BigComp
Kun Sun 0003,The Online Diagnosis System for sanger sequencing based genetic testing.,BigComp-2014,2014,BigComp
Zuchao Wang,Urban trajectory timeline visualization.,BigComp-2014,2014,BigComp
Han Kyu Yoo,Mobile augmented reality system for in-situ 3D modeling and authoring.,BigComp-2014,2014,BigComp
Gunjae Yoon,A load balancing scheme using a chord algorithm for DDSB service.,BigComp-2014,2014,BigComp
Sung-Ho Yoon,Behavior signature for big data traffic identification.,BigComp-2014,2014,BigComp
Seunghak Yu,Ensemble learning for robust prediction of microRNA-mRNA interactions.,BigComp-2014,2014,BigComp
Asta Zelenkauskaite,Big data through cross-platform interest-based interactivity.,BigComp-2014,2014,BigComp
Dong Zhong,A new data transmission mechanism in aeronautical ad hoc network.,BigComp-2014,2014,BigComp
Hui Bai,Exploiting more associations between slots for multi-domain dialog state tracking.,"Big Data Min. Anal.,vol.5-1",2022,Big Data Min. Anal.
Fengyin Li,BCSE - Blockchain-based trusted service evaluation model over big data.,"Big Data Min. Anal.,vol.5-1",2022,Big Data Min. Anal.
Isaac Kofi Nti,"A mini-review of machine learning in big data analytics - Applications, challenges, and prospects.","Big Data Min. Anal.,vol.5-2",2022,Big Data Min. Anal.
Amanpreet Kaur Sandhu,Big data with cloud computing - Discussions and challenges.,"Big Data Min. Anal.,vol.5-1",2022,Big Data Min. Anal.
Qixiang Shao,Toward intelligent financial advisors for identifying potential clients - A multitask perspective.,"Big Data Min. Anal.,vol.5-1",2022,Big Data Min. Anal.
Chenwei Tang,Deep learning in nuclear industry - A survey.,"Big Data Min. Anal.,vol.5-2",2022,Big Data Min. Anal.
Jie Tong,A novel influence maximization algorithm for a competitive environment based on social media data analytics.,"Big Data Min. Anal.,vol.5-2",2022,Big Data Min. Anal.
Renjun Wang,MAGAN - Unsupervised low-light image enhancement guided by mixed-attention.,"Big Data Min. Anal.,vol.5-2",2022,Big Data Min. Anal.
He Wang,Sampling with prior knowledge for high-dimensional gravitational wave data analysis.,"Big Data Min. Anal.,vol.5-1",2022,Big Data Min. Anal.
Shuang Yang,News topic detection based on capsule semantic graph.,"Big Data Min. Anal.,vol.5-2",2022,Big Data Min. Anal.
Hang Zhao,Understanding social relationships with person-pair relations.,"Big Data Min. Anal.,vol.5-2",2022,Big Data Min. Anal.
Jiantao Zheng,A comparison of computational approaches for intron retention detection.,"Big Data Min. Anal.,vol.5-1",2022,Big Data Min. Anal.
Avani Agarwal,Effect of E-learning on public health and environment during COVID-19 lockdown.,"Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
Samaher Al-Janabi,Sensitive integration of multilevel optimization model in human activity recognition for smartphone and smartwatch applications.,"Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
El Arbi Abdellaoui Alaoui,Improvement in automated diagnosis of soft tissues tumors using machine learning.,"Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Mourade Azrour,New enhanced authentication protocol for Internet of Things.,"Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Nitin Bhardwaj,An advanced uncertainty measure using fuzzy soft sets - Application to decision-making problems.,"Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
Yong Bie,A multitask multiview neural network for end-to-end aspect-based sentiment analysis.,"Big Data Min. Anal.,vol.4-3",2021,Big Data Min. Anal.
Khalid Al Fararni,Hybrid recommender system for tourism based on big data and AI - A conceptual framework.,"Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Azidine Guezzaz,Mathematical validation of proposed machine learning classifier for heterogeneous traffic and anomaly detection.,"Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Vishan Kumar Gupta,"Prediction of COVID-19 confirmed, death, and cured cases in India using random forest model.","Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
Chenyu Hou,A deep-learning prediction model for imbalanced time series data forecasting.,"Big Data Min. Anal.,vol.4-4",2021,Big Data Min. Anal.
Rajani Kumari,"Analysis and predictions of spread, recovery, and death caused by COVID-19 in India.","Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
Xiaohan Li,LotusSQL - SQL engine for high-performance big data systems.,"Big Data Min. Anal.,vol.4-4",2021,Big Data Min. Anal.
Xueting Liao,Coronavirus pandemic analysis through tripartite graph clustering in online social networks.,"Big Data Min. Anal.,vol.4-4",2021,Big Data Min. Anal.
Jamal Mabrouki,IoT-based data logger for weather monitoring using arduino-based wireless sensor networks with remote graphical application and alerts.,"Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Jamal Mabrouki,"Intelligent monitoring system for biogas detection based on the Internet of Things - Mohammedia, Morocco city landfill case.","Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Youssef Nait Malek,Multivariate deep learning approach for electric vehicle speed forecasting.,"Big Data Min. Anal.,vol.4-1",2021,Big Data Min. Anal.
Yuvaraj Natarajan,Analysis of protein-ligand interactions of SARS-CoV-2 against selective drug using deep neural networks.,"Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
Paromita Nitu,Improvising personalized travel recommendation system with recency effects.,"Big Data Min. Anal.,vol.4-3",2021,Big Data Min. Anal.
Sudhir Kumar Patnaik,Intelligent and adaptive web data extraction system using convolutional and long short-term memory deep learning networks.,"Big Data Min. Anal.,vol.4-4",2021,Big Data Min. Anal.
Zhixiang Ren,AIPerf - Automated machine learning as an AI-HPC benchmark.,"Big Data Min. Anal.,vol.4-3",2021,Big Data Min. Anal.
Krishna Kant Singh,Diagnosis of COVID-19 from chest X-ray images using wavelets-based depthwise convolution network.,"Big Data Min. Anal.,vol.4-2",2021,Big Data Min. Anal.
Zhao Tong,A survey on algorithms for intelligent computing and smart city applications.,"Big Data Min. Anal.,vol.4-3",2021,Big Data Min. Anal.
Changjie Wang,Multimodal adaptive identity-recognition algorithm fused with gait perception.,"Big Data Min. Anal.,vol.4-4",2021,Big Data Min. Anal.
Zhonghao Xue,Effective density-based clustering algorithms for incomplete data.,"Big Data Min. Anal.,vol.4-3",2021,Big Data Min. Anal.
Shuai Zhang,Deep sequential model for anchor recommendation on live streaming platforms.,"Big Data Min. Anal.,vol.4-3",2021,Big Data Min. Anal.
Jintao Zhang,Attention-aware heterogeneous graph neural network.,"Big Data Min. Anal.,vol.4-4",2021,Big Data Min. Anal.
Farid M. Ablayev,On quantum methods for machine learning problems part I - Quantum tools.,"Big Data Min. Anal.,vol.3-1",2020,Big Data Min. Anal.
Farid M. Ablayev,On quantum methods for machine learning problems part II - Quantum classification algorithms.,"Big Data Min. Anal.,vol.3-1",2020,Big Data Min. Anal.
Chaity Banerjee,Feature representations using the reflected rectified linear unit (RReLU) activation.,"Big Data Min. Anal.,vol.3-2",2020,Big Data Min. Anal.
Sunitha Basodi,Gradient amplification - An efficient way to train deep neural networks.,"Big Data Min. Anal.,vol.3-3",2020,Big Data Min. Anal.
Zhenxing Guo,Sparse deep nonnegative matrix factorization.,"Big Data Min. Anal.,vol.3-1",2020,Big Data Min. Anal.
Zaobo He,Inference attacks on genomic data based on probabilistic graphical models.,"Big Data Min. Anal.,vol.3-3",2020,Big Data Min. Anal.
Qixuan Hou,Survey on data analysis in social media - A practical application aspect.,"Big Data Min. Anal.,vol.3-4",2020,Big Data Min. Anal.
Jianjiang Li,Online real-time trajectory analysis based on adaptive time interval clustering algorithm.,"Big Data Min. Anal.,vol.3-2",2020,Big Data Min. Anal.
Fashen Li,Machine knowledge and human cognition.,"Big Data Min. Anal.,vol.3-4",2020,Big Data Min. Anal.
Mingda Li,Mining conditional functional dependency rules on big data.,"Big Data Min. Anal.,vol.3-1",2020,Big Data Min. Anal.
Wenjie Liu 0004,DFF-ResNet - An insect pest recognition model based on residual networks.,"Big Data Min. Anal.,vol.3-4",2020,Big Data Min. Anal.
Mei Lu,Survey on lie group machine learning.,"Big Data Min. Anal.,vol.3-4",2020,Big Data Min. Anal.
Mohammad Sultan Mahmud,A survey of data partitioning and sampling methods to support big data analysis.,"Big Data Min. Anal.,vol.3-2",2020,Big Data Min. Anal.
